Tỉnh Thành Phố,Quận Huyện,Phường Xã,Cấp,district_level,province_level
Bắc Giang,Tân Yên,Tân Trung,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Đại Hóa,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Quang Tiến,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Phúc Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,An Dương,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Phúc Hòa,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Liên Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Hợp Đức,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Lam Cốt,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Cao Xá,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Cao Thượng,Thị Trấn,Huyện,Tỉnh
Bắc Giang,Tân Yên,Việt Ngọc,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Song Vân,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Ngọc Châu,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Ngọc Vân,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Việt Lập,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Liên Chung,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Ngọc Thiện,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Ngọc Lý,Xã,Huyện,Tỉnh
Bắc Giang,Tân Yên,Quế Nham,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Vôi,Thị Trấn,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Nghĩa Hòa,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Nghĩa Hưng,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Quang Thịnh,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Hương Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Đào Mỹ,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Tiên Lục,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,An Hà,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Kép,Thị Trấn,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Mỹ Hà,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Hương Lạc,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Dương Đức,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Tân Thanh,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Yên Mỹ,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Tân Hưng,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Mỹ Thái,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Xương Lâm,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Xuân Hương,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Tân Dĩnh,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Đại Lâm,Xã,Huyện,Tỉnh
Bắc Giang,Lạng Giang,Thái Đào,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Đồi Ngô,Thị Trấn,Huyện,Tỉnh
Bắc Giang,Lục Nam,Đông Hưng,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Đông Phú,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Tam Dị,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Bảo Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Bảo Đài,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Thanh Lâm,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Tiên Nha,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Trường Giang,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Phương Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Chu Điện,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Cương Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Nghĩa Phương,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Vô Tranh,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Bình Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Lan Mẫu,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Yên Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Khám Lạng,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Huyền Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Trường Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Lục Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Bắc Lũng,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Vũ Xá,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Cẩm Lý,Xã,Huyện,Tỉnh
Bắc Giang,Lục Nam,Đan Hội,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Chũ,Thị Trấn,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Cấm Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Tân Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Phong Minh,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Phong Vân,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Xa Lý,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Hộ Đáp,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Sơn Hải,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Thanh Hải,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Kiên Lao,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Biên Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Kiên Thành,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Hồng Giang,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Kim Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Tân Hoa,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Giáp Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Biển Động,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Quý Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Trù Hựu,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Phì Điền,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Tân Quang,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Đồng Cốc,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Tân Lập,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Phú Nhuận,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Mỹ An,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Nam Dương,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Tân Mộc,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Đèo Gia,Xã,Huyện,Tỉnh
Bắc Giang,Lục Ngạn,Phượng Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,An Châu,Thị Trấn,Huyện,Tỉnh
Bắc Giang,Sơn Động,Tây Yên Tử,Thị Trấn,Huyện,Tỉnh
Bắc Giang,Sơn Động,Vân Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,Hữu Sản,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,Đại Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,Phúc Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,Giáo Liêm,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,Cẩm Đàn,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,An Lạc,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,Vĩnh An,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,Yên Định,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,Lệ Viễn,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,An Bá,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,Tuấn Đạo,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,Dương Hưu,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,Long Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Sơn Động,Thanh Luận,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Nham Biền,Thị Trấn,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Tân An,Thị Trấn,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Lão Hộ,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Hương Gián,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Quỳnh Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Nội Hoàng,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Tiền Phong,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Xuân Phú,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Tân Liễu,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Trí Yên,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Lãng Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Yên Lư,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Tiến Dũng,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Đức Giang,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Cảnh Thụy,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Tư Mại,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Đồng Việt,Xã,Huyện,Tỉnh
Bắc Giang,Yên Dũng,Đồng Phúc,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Thượng Lan,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Việt Tiến,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Nghĩa Trung,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Minh Đức,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Hương Mai,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Tự Lạn,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Bích Động,Thị Trấn,Huyện,Tỉnh
Bắc Giang,Việt Yên,Trung Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Hồng Thái,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Tiên Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Tăng Tiến,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Quảng Minh,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Nếnh,Thị Trấn,Huyện,Tỉnh
Bắc Giang,Việt Yên,Ninh Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Vân Trung,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Vân Hà,Xã,Huyện,Tỉnh
Bắc Giang,Việt Yên,Quang Châu,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Đồng Tân,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Thanh Vân,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Hoàng Lương,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Hoàng Vân,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Hoàng Thanh,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Hoàng An,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Ngọc Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Thái Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Hòa Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Thắng,Thị Trấn,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Quang Minh,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Lương Phong,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Hùng Sơn,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Đại Thành,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Thường Thắng,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Hợp Thịnh,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Danh Thắng,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Mai Trung,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Đoan Bái,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Bắc Lý,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Xuân Cẩm,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Hương Lâm,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Đông Lỗ,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Châu Minh,Xã,Huyện,Tỉnh
Bắc Giang,Hiệp Hòa,Mai Đình,Xã,Huyện,Tỉnh
Phú Thọ,Việt Trì,Dữu Lâu,Phường,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Vân Cơ,Phường,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Nông Trang,Phường,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Tân Dân,Phường,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Gia Cẩm,Phường,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Tiên Cát,Phường,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Thọ Sơn,Phường,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Thanh Miếu,Phường,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Bạch Hạc,Phường,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Bến Gót,Phường,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Vân Phú,Phường,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Phượng Lâu,Xã,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Thụy Vân,Xã,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Minh Phương,Phường,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Trưng Vương,Xã,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Minh Nông,Phường,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Sông Lô,Xã,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Kim Đức,Xã,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Hùng Lô,Xã,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Hy Cương,Xã,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Chu Hóa,Xã,Thành Phố,Tỉnh
Phú Thọ,Việt Trì,Thanh Đình,Xã,Thành Phố,Tỉnh
Phú Thọ,Phú Thọ,Hùng Vương,Phường,Thị Xã,Tỉnh
Phú Thọ,Phú Thọ,Phong Châu,Phường,Thị Xã,Tỉnh
Phú Thọ,Phú Thọ,Âu Cơ,Phường,Thị Xã,Tỉnh
Phú Thọ,Phú Thọ,Hà Lộc,Xã,Thị Xã,Tỉnh
Phú Thọ,Phú Thọ,Phú Hộ,Xã,Thị Xã,Tỉnh
Phú Thọ,Phú Thọ,Văn Lung,Xã,Thị Xã,Tỉnh
Phú Thọ,Phú Thọ,Thanh Minh,Xã,Thị Xã,Tỉnh
Phú Thọ,Phú Thọ,Hà Thạch,Xã,Thị Xã,Tỉnh
Phú Thọ,Phú Thọ,Thanh Vinh,Phường,Thị Xã,Tỉnh
Phú Thọ,Đoan Hùng,Đoan Hùng,Thị Trấn,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Hùng Xuyên,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Bằng Luân,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Vân Du,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Phú Lâm,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Minh Lương,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Bằng Doãn,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Chí Đám,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Phúc Lai,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Ngọc Quan,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Hợp Nhất,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Sóc Đăng,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Tây Cốc,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Yên Kiện,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Hùng Long,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Vụ Quang,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Vân Đồn,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Tiêu Sơn,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Minh Tiến,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Minh Phú,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Chân Mộng,Xã,Huyện,Tỉnh
Phú Thọ,Đoan Hùng,Ca Đình,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Hạ Hoà,Thị Trấn,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Đại Phạm,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Đan Thượng,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Hà Lương,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Tứ Hiệp,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Hiền Lương,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Phương Viên,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Gia Điền,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Ấm Hạ,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Hương Xạ,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Xuân Áng,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Yên Kỳ,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Minh Hạc,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Lang Sơn,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Bằng Giã,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Yên Luật,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Vô Tranh,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Văn Lang,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Minh Côi,Xã,Huyện,Tỉnh
Phú Thọ,Hạ Hoà,Vĩnh Chân,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Thanh Ba,Thị Trấn,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Vân Lĩnh,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Đông Lĩnh,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Đại An,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Hanh Cù,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Đồng Xuân,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Quảng Yên,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Ninh Dân,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Võ Lao,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Khải Xuân,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Mạn Lạn,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Hoàng Cương,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Chí Tiên,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Đông Thành,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Sơn Cương,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Thanh Hà,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Đỗ Sơn,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Đỗ Xuyên,Xã,Huyện,Tỉnh
Phú Thọ,Thanh Ba,Lương Lỗ,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Phong Châu,Thị Trấn,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Phú Mỹ,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Lệ Mỹ,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Liên Hoa,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Trạm Thản,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Trị Quận,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Trung Giáp,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Tiên Phú,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Hạ Giáp,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Bảo Thanh,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Phú Lộc,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Gia Thanh,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Tiên Du,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Phú Nham,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,An Đạo,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Bình Phú,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Bình Bộ,Xã,Huyện,Tỉnh
Phú Thọ,Phù Ninh,Phù Ninh,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Yên Lập,Thị Trấn,Huyện,Tỉnh
Phú Thọ,Yên Lập,Mỹ Lung,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Mỹ Lương,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Lương Sơn,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Xuân An,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Xuân Viên,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Xuân Thủy,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Trung Sơn,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Hưng Long,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Nga Hoàng,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Đồng Lạc,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Thượng Long,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Đồng Thịnh,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Phúc Khánh,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Minh Hòa,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Ngọc Lập,Xã,Huyện,Tỉnh
Phú Thọ,Yên Lập,Ngọc Đồng,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Cẩm Khê,Thị Trấn,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Tiên Lương,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Tuy Lộc,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Ngô Xá,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Minh Tân,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Phượng Vĩ,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Thụy Liễu,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Tùng Khê,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Tam Sơn,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Văn Bán,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Cấp Dẫn,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Xương Thịnh,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Phú Khê,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Sơn Tình,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Yên Tập,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Hương Lung,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Tạ Xá,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Phú Lạc,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Chương Xá,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Hùng Việt,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Văn Khúc,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Yên Dưỡng,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Điêu Lương,Xã,Huyện,Tỉnh
Phú Thọ,Cẩm Khê,Đồng Lương,Xã,Huyện,Tỉnh
Phú Thọ,Tam Nông,Hưng Hoá,Thị Trấn,Huyện,Tỉnh
Phú Thọ,Tam Nông,Hiền Quan,Xã,Huyện,Tỉnh
Phú Thọ,Tam Nông,Bắc Sơn,Xã,Huyện,Tỉnh
Phú Thọ,Tam Nông,Thanh Uyên,Xã,Huyện,Tỉnh
Phú Thọ,Tam Nông,Lam Sơn,Xã,Huyện,Tỉnh
Phú Thọ,Tam Nông,Vạn Xuân,Xã,Huyện,Tỉnh
Phú Thọ,Tam Nông,Quang Húc,Xã,Huyện,Tỉnh
Phú Thọ,Tam Nông,Hương Nộn,Xã,Huyện,Tỉnh
Phú Thọ,Tam Nông,Tề Lễ,Xã,Huyện,Tỉnh
Phú Thọ,Tam Nông,Thọ Văn,Xã,Huyện,Tỉnh
Phú Thọ,Tam Nông,Dị Nậu,Xã,Huyện,Tỉnh
Phú Thọ,Tam Nông,Dân Quyền,Xã,Huyện,Tỉnh
Phú Thọ,Lâm Thao,Lâm Thao,Thị Trấn,Huyện,Tỉnh
Phú Thọ,Lâm Thao,Tiên Kiên,Xã,Huyện,Tỉnh
Phú Thọ,Lâm Thao,Hùng Sơn,Thị Trấn,Huyện,Tỉnh
Phú Thọ,Lâm Thao,Xuân Lũng,Xã,Huyện,Tỉnh
Phú Thọ,Lâm Thao,Xuân Huy,Xã,Huyện,Tỉnh
Phú Thọ,Lâm Thao,Thạch Sơn,Xã,Huyện,Tỉnh
Phú Thọ,Lâm Thao,Sơn Vi,Xã,Huyện,Tỉnh
Phú Thọ,Lâm Thao,Phùng Nguyên,Xã,Huyện,Tỉnh
Phú Thọ,Lâm Thao,Cao Xá,Xã,Huyện,Tỉnh
